CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
759,69,7,114122.7649094323,3,1,0,42306.06074126801,1,0,0
655,23,7,162221.08392007533,4,0,0,70994.50778277713,1,0,1
373,25,2,111556.48483611683,2,1,1,31837.63660019518,1,0,0
662,49,1,37654.67569920175,4,0,0,107233.7514288303,0,1,0
515,40,0,213896.04806216256,4,0,1,68055.31253169269,1,0,0
445,72,5,75592.98015425241,3,1,1,58483.354708484665,1,0,1
308,52,9,181289.60672073593,2,0,0,93005.23576482678,0,1,0
746,84,0,205025.0669574509,1,0,0,128421.70461329412,1,0,1
807,24,10,79683.35686839327,3,1,0,77509.28914943893,1,0,1
677,27,4,194421.70970592406,4,0,1,123468.35585482806,0,1,0
794,51,8,163477.9471283634,1,0,0,82997.19358391786,0,1,1
775,55,10,207984.5924322614,4,1,0,52887.86611726727,1,0,0
305,64,8,57801.46139628485,2,1,0,83006.75438955681,0,1,0
300,42,3,214193.8494118034,4,0,0,94947.08640630901,1,0,1
590,52,6,15020.489634083964,1,0,1,85005.31862498524,0,1,0
781,64,10,182544.39562029927,2,1,0,60662.15730719274,1,0,0
669,27,6,100202.95476137551,3,1,0,49063.28466373579,0,1,1
740,72,3,40914.692376180945,4,0,0,148103.78572709556,0,1,1
412,43,4,18262.679673616305,2,1,1,63673.212643409046,1,0,0
361,80,10,89595.92819675575,2,0,0,116698.04959239734,1,0,0
623,37,8,89544.50199709983,3,0,1,69290.27080220416,1,0,0
320,42,6,52890.198390606645,3,1,0,151053.5932677316,1,0,0
459,30,6,49568.54162115384,1,1,0,153476.2396171288,0,1,0
394,71,9,91888.28855076768,2,1,1,132262.52507623544,0,1,0
419,53,6,94326.19313718617,2,1,0,100591.55911736902,1,0,0
583,34,8,101743.90380753423,1,0,0,95468.75198471082,1,0,1
611,43,4,199814.65894738663,4,1,1,67764.98246564489,1,0,0
574,52,5,140588.5364772342,2,0,0,40863.71287838569,0,1,1
323,84,2,4699.6281964507525,2,0,0,35277.94764829092,1,0,1
713,49,0,119392.82560530222,4,0,0,85508.17592815743,0,1,1
533,66,10,175363.79807672353,3,0,1,152242.53346990072,1,0,0
322,48,1,12975.290528238951,3,0,1,57094.12848637613,1,0,0
300,55,7,97199.8122330445,3,1,1,78423.81370626623,0,1,0
372,48,0,103778.33294924042,1,1,0,108384.53670095131,1,0,1
465,48,9,219424.70403722842,4,0,0,70638.29699109499,0,1,0
619,58,6,109407.30937008088,3,1,0,25471.86750776256,1,0,0
316,62,4,172477.06041230648,1,1,0,76508.22751361935,0,1,1
538,23,5,69667.47039808215,4,0,0,129603.38687088274,1,0,0
639,81,7,179240.52977333922,3,0,1,147714.7950449913,0,1,0
375,37,3,74212.34429438833,2,1,1,60761.80348341636,1,0,0
389,72,5,98905.42508935224,2,0,0,144813.93348408287,1,0,0
327,23,10,110280.92389669048,3,1,0,137729.31195040548,1,0,1
615,33,2,213063.4829661426,3,1,0,77874.09956385722,0,1,0
743,77,6,12294.315995119536,1,0,0,25608.11610539396,1,0,0
386,24,1,45279.44473248565,2,1,0,134833.87064739142,0,1,0
396,23,7,162320.83162542587,4,1,1,62280.428997772906,1,0,0
662,53,6,132842.8617728528,3,0,1,123265.25461697196,0,1,0
327,66,7,57852.21979544444,4,0,0,99296.8918449195,1,0,0
782,38,1,66516.2041229311,3,1,0,53816.38781876251,0,1,0
365,76,2,84481.18168999637,2,0,1,109267.5198285762,0,1,1
387,44,3,103579.79834597555,3,1,1,124429.23022421708,0,1,0
757,64,8,188146.28434813893,4,0,1,86677.87050191399,1,0,0
506,40,4,3177.5595885513912,2,0,0,122228.3360715548,0,1,1
541,69,5,206544.54047910002,3,1,0,77646.33894017799,1,0,0
458,39,0,94996.23567525148,2,1,0,152432.70436692843,1,0,0
716,52,3,53014.42904027501,1,1,0,56175.10571662031,1,0,1
516,32,3,116934.92089128938,4,0,0,126121.11261806425,1,0,0
345,57,9,151724.10982090302,3,1,0,122448.26741748088,0,1,0
423,80,7,10293.010414528806,3,0,0,93827.57733743727,1,0,0
704,84,7,164628.79088319896,3,0,0,70543.97392000642,0,1,0
355,43,9,174975.07314428836,4,1,0,82948.79064620181,1,0,0
554,38,5,38221.92539438644,1,1,0,106833.3656517894,0,1,1
489,28,7,38612.728526687664,4,0,1,93945.4523647924,1,0,0
338,25,8,46870.44754440167,3,1,0,124000.22083862848,0,1,0
316,63,4,183224.60377547986,4,0,0,71888.63461883031,1,0,1
363,65,0,62560.702864173494,3,0,1,38941.854547055926,0,1,0
722,43,0,183065.24275250154,4,0,1,90727.38276068009,1,0,0
473,35,1,124320.48755593527,2,1,0,58671.52825595904,0,1,0
487,40,1,176449.40593951597,4,0,1,105162.950558673,1,0,0
743,80,4,127344.79958631049,3,0,0,92641.97900251964,1,0,0
701,76,6,77226.84681871187,3,1,1,126237.31364488366,1,0,0
610,82,6,209464.2528113533,4,1,0,99779.53890776668,1,0,0
558,46,3,164518.00222721676,4,1,0,80998.7403588591,1,0,0
523,49,3,111332.60457860447,2,0,1,40581.27984693243,1,0,0
626,76,10,146608.54956631194,1,1,1,40618.37778846785,1,0,0
300,26,9,141643.9718498684,1,0,1,108245.63159563682,1,0,0
791,44,2,82366.7297959821,2,0,0,139497.92888428806,1,0,1
369,46,10,97467.50175929,1,0,0,78922.39388994247,0,1,0
449,62,1,73199.05885561774,1,1,0,94002.60047748733,1,0,1
492,67,2,229889.17022555417,3,0,0,101857.62805280114,1,0,0
711,32,7,133414.82441640954,3,0,0,87048.69214232091,0,1,0
594,24,0,21172.723852416326,3,1,0,32743.269994256545,1,0,0
785,62,3,119394.65225137617,4,0,1,101588.11115820502,0,1,0
300,28,6,11491.251874523172,4,1,1,42823.31815601466,0,1,0
605,70,4,66389.97111198214,1,1,1,97254.52119418584,1,0,0
527,40,1,102571.05667452211,4,1,1,125799.04682372774,1,0,0
766,39,0,122882.21191843973,3,1,1,25708.243604222545,1,0,0
429,60,5,224521.72193749854,4,0,1,80961.92110526626,1,0,0
744,67,4,225910.99647495497,1,0,0,121939.73810492884,1,0,0
649,45,2,22555.955078461513,3,0,1,93709.706823031,0,1,0
814,68,10,123770.5147354645,1,0,1,55589.88527066448,0,1,1
696,52,10,187935.1608941862,4,1,0,115683.76348064236,1,0,1
537,80,10,54673.94865813359,2,0,0,126851.40768060602,0,1,0
686,43,8,172629.51267534847,2,1,0,72128.28054173331,1,0,0
437,84,2,202082.38281214525,3,0,0,63662.08465170834,1,0,1
312,32,1,152372.10108815544,1,0,0,95867.95906259712,0,1,1
554,78,4,75371.77023437734,2,1,0,72504.9957336839,1,0,1
666,65,8,212320.43344833163,2,0,0,133671.8010691867,1,0,0
300,35,7,203209.62154505882,3,0,0,126276.51508508572,1,0,0
571,34,5,164639.82332262862,3,1,0,65545.42761873364,1,0,0
522,31,2,83643.6660905498,1,0,0,84407.2134397177,1,0,0
768,26,5,182136.16335080384,2,0,1,140633.42786505632,0,1,0
304,61,4,72705.06574549248,1,0,0,44158.96170944626,1,0,0
359,46,0,58179.15580672125,1,1,0,123050.17190257572,1,0,1
687,83,4,118453.07898959462,3,1,0,66184.50788940767,1,0,1
384,76,6,229341.10175028766,1,0,0,40532.01139091322,1,0,0
465,56,8,184994.04652984784,4,0,1,40207.25247531304,1,0,0
770,61,0,167852.32838721445,1,0,1,60917.35345388486,0,1,0
762,83,2,103962.93173961477,2,1,0,96250.34578166204,1,0,0
344,63,7,71748.50211273768,1,0,1,143025.68754887488,1,0,0
682,27,5,196857.17552461862,4,1,0,64389.331330332825,0,1,1
645,37,4,130578.5393956344,4,1,0,50899.61671199505,0,1,0
689,72,9,187048.63875803674,2,0,0,87225.14835025331,1,0,0
546,26,1,112183.35320132507,2,1,1,45361.74643742303,1,0,0
663,73,2,173410.22362278306,1,1,1,60319.804381006215,1,0,0
726,74,1,199580.4434944898,4,1,0,153262.06356948955,1,0,0
461,80,0,90019.70608809989,4,1,0,97546.57480197634,1,0,1
368,61,6,3121.0010779236613,1,1,0,126908.26978619205,1,0,0
817,80,2,58633.11018480907,2,0,0,52535.3148204061,1,0,1
365,30,6,210430.459449414,4,1,0,92608.89044015588,0,1,1
459,71,6,158134.71992702692,1,1,1,91368.77255461582,1,0,1
306,67,7,169560.30478049626,2,1,0,130646.82006078104,1,0,1
638,46,0,74816.38128104692,1,1,0,27804.28257374812,1,0,1
794,75,4,161292.78647524887,2,1,0,136862.36050935904,1,0,1
548,50,9,148644.8934441678,2,0,0,35347.34137694925,1,0,0
486,77,8,41025.94259971667,4,0,0,144157.52489877155,0,1,1
542,65,10,222798.8788090482,3,1,1,43569.1415577357,0,1,0
331,49,6,81425.88646998019,4,0,0,94190.99067626362,0,1,0
611,23,0,75736.00398320971,1,1,1,37920.80721715698,0,1,0
666,56,7,84907.15517294552,2,0,0,83134.87357660825,1,0,0
300,39,2,21095.511523776946,4,0,0,63906.24868323563,0,1,0
446,59,3,143741.6089314396,2,1,1,79612.37389367772,0,1,0
