CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
391,60,7,134623.59263046016,1,0,1,34864.62145215798,1,0,0
666,74,2,73974.70772273558,4,1,1,129293.66897701609,1,0,0
754,74,0,15951.408344205698,3,1,0,79691.17558256596,0,1,0
727,28,3,27631.077990506925,2,0,0,21236.097281409904,1,1,0
808,71,8,74475.83767822215,1,0,0,140295.7712430553,0,1,1
334,34,8,184900.4859695724,4,0,0,97055.85238243821,1,1,1
505,65,0,75806.05232919606,4,0,1,109751.60842866349,1,1,0
380,62,10,12128.415490335054,4,0,1,127062.01185903994,0,0,0
687,39,6,83598.85157600317,4,0,0,126415.23108330717,1,0,0
301,54,5,133763.51879203317,1,0,0,29854.633427644152,0,1,1
689,37,6,118719.22698964419,2,0,0,94618.99809397933,1,0,0
405,65,6,55760.59247720602,3,1,0,110511.80161953371,0,1,0
776,77,7,137617.78460973882,4,1,0,31130.656916051616,0,0,0
701,71,7,126124.87477306649,4,1,0,48912.11793573889,0,0,1
461,71,9,34434.59376579372,2,1,1,71455.87960715305,1,1,0
501,65,10,32429.000713649002,2,0,1,135248.2582203183,0,0,0
569,65,1,109436.61641358816,3,0,0,130582.34185032563,0,0,0
570,63,3,131887.71222322076,1,0,0,121673.39018521908,0,1,0
755,23,3,192382.11697205214,2,0,1,148735.97251942748,0,0,0
761,51,10,84386.12614635595,1,0,1,51545.364707130095,0,1,0
551,31,9,152987.84793438268,1,1,0,80815.92530608393,0,1,1
595,65,7,23304.149458275282,4,1,1,78073.9916038601,0,1,0
637,40,2,177921.80546312942,1,0,1,108261.86373576011,1,0,0
352,79,2,126621.50827976796,4,1,1,130519.92725713992,0,1,0
516,37,1,125806.06627024946,4,0,1,83918.75818630436,0,1,0
487,30,0,28488.5267664871,3,0,1,83899.1331018766,0,1,0
679,64,7,7916.7459051795895,1,1,1,99081.315670803,1,1,0
792,61,8,140289.82759692392,2,1,1,116521.69178800641,0,1,0
340,58,8,23411.29179291732,2,0,1,46169.10211170348,1,0,0
456,49,10,25394.029896786542,2,1,1,145041.74157155654,0,1,0
314,43,7,37500.029269397,3,0,1,31966.95248139542,0,1,0
364,67,4,19549.29662792049,4,0,0,23003.009522655728,0,0,1
820,70,0,125078.50408606137,4,1,0,66642.88291442371,0,0,1
643,31,8,84400.9611697176,2,0,1,111186.54186880263,1,1,0
428,69,5,53219.218481909644,4,0,0,147149.74534367683,0,1,0
771,74,6,88149.88007431533,4,1,0,141258.85926003073,1,0,1
362,53,7,168828.00041303996,3,0,1,109503.36814812035,1,1,0
438,25,4,185415.88100872724,1,0,0,76750.94354554234,1,0,0
798,57,5,97495.22893068832,1,1,1,97454.2324334816,1,0,0
691,39,6,113350.58302256049,3,1,0,145925.44798234222,1,1,0
718,39,6,51439.986067974576,3,1,0,54515.13860177314,0,0,1
588,33,1,102720.07572742386,4,0,0,82176.49317274772,1,1,1
678,44,10,149623.92138704643,3,0,1,110077.21979324358,0,0,0
789,73,0,98427.4527312339,4,1,0,21338.85467655232,1,1,1
530,77,7,60414.58015783394,1,1,1,69563.98423809676,1,0,0
340,78,4,116406.86944499181,3,0,0,93828.58604454821,1,0,1
327,77,9,189331.20617716893,4,1,0,137119.3763113811,1,0,1
434,27,1,177596.77079662235,1,0,1,148959.6960080227,0,0,0
500,42,2,153848.47583509126,1,0,0,92322.17280960146,0,0,0
332,48,5,55241.926533041806,2,1,1,142795.4373710312,0,0,0
347,38,9,48311.90144328028,1,0,1,32904.516971290104,0,0,0
802,44,5,167707.43795951956,3,1,1,111165.2072464811,1,0,0
706,34,7,36263.49521642047,3,0,1,72072.06738010832,0,0,0
398,50,4,121122.26149732873,4,0,0,117626.54948334202,0,0,0
846,48,4,87785.98871659284,3,0,1,132804.06082380205,0,0,0
761,67,6,93597.29345847965,1,1,1,26984.157018662023,1,0,0
304,59,9,90908.68050550815,4,0,1,141611.56067541632,0,1,0
517,43,4,179990.02934473203,1,0,0,28860.305030882897,1,1,0
802,38,8,17418.850179090994,2,1,0,117941.78842500986,0,0,0
697,53,5,156580.28989121973,4,1,1,28979.06858678826,0,0,0
692,18,6,167002.53431505666,2,0,0,132018.68168927555,0,1,0
506,21,7,188575.42943069802,4,1,0,46647.59172292099,0,0,0
314,21,4,90519.99098754226,3,0,1,76429.1430565391,1,0,0
760,43,10,100013.03837738333,1,0,1,141240.71788012184,1,0,1
540,21,3,192258.90422818332,4,0,0,122968.75273471698,1,1,0
395,66,7,91690.2121898326,3,0,0,122150.78224940365,0,0,0
784,26,9,100709.69459525157,3,0,0,119232.90873191041,0,1,0
706,47,8,66450.8636378768,3,0,0,94026.56168221783,1,0,1
530,68,0,6325.490136929979,2,1,1,143685.90589827413,0,1,0
470,62,2,86610.91035229852,3,0,0,128112.64447726232,1,1,1
840,21,3,131018.26216947718,4,0,0,77237.4526477004,0,0,0
335,22,6,137989.18212271144,2,1,0,116532.272924802,1,1,0
824,78,5,1301.7293769219007,1,0,1,149753.97160318296,1,1,0
459,62,9,160210.55495456574,3,0,0,133230.06070080597,1,0,0
542,40,9,98483.12282570939,4,0,1,20158.988880482284,0,1,0
385,33,10,104149.07227723858,4,0,1,115925.20371411713,0,0,0
327,39,0,192348.73763407348,2,1,1,136724.616396391,0,0,0
639,54,3,56892.23173116358,1,0,0,62607.8387012916,0,1,1
630,25,5,152330.39779363346,2,1,0,147073.94128364435,1,1,0
805,65,2,114955.24913445416,3,1,1,72168.91753258601,0,1,0
647,79,1,140159.69231160768,1,1,0,74753.00076073493,1,1,0
772,50,1,83563.49035622485,1,0,1,40913.37205824209,0,0,0
530,72,9,55841.507792853685,1,0,1,32557.295613312854,1,0,0
489,77,3,109225.19047378689,2,1,0,89757.441036038,1,0,1
524,55,0,74988.2292705294,4,1,1,98360.81758609359,0,1,0
684,60,9,44582.23576593279,2,0,1,67696.54719588198,0,1,0
676,33,1,167847.2296227525,4,0,0,98859.22267597726,1,1,0
582,22,9,95166.31900025824,2,0,1,71307.21082999918,1,1,0
558,33,1,169463.14823817989,4,0,0,132864.04800319936,0,0,0
658,24,3,94806.31647378406,4,0,0,143997.00877599698,1,1,0
755,68,3,111359.53954248161,1,1,1,97160.29222029183,1,0,0
710,18,0,199056.04826279098,4,1,1,129495.68279094409,1,0,0
617,26,6,190300.84240703195,3,1,0,130986.39483315001,0,1,0
524,35,6,54337.97413337813,3,0,1,112789.1497377854,0,1,0
533,62,9,173731.07728984437,4,1,0,44960.245594200285,0,0,0
673,75,10,78080.69673943864,4,0,1,40141.95067875674,1,1,0
771,64,9,14249.747582078553,4,1,0,139532.95166581054,1,1,0
532,20,9,115156.20296508007,4,0,1,54457.97009013648,0,1,0
412,41,0,195410.37189084708,1,1,0,52023.01014353668,0,1,1
796,45,10,194862.73740105703,3,1,1,41596.73592845744,0,0,0
741,27,7,25293.075632493612,1,0,1,88569.02619839607,1,1,0
567,26,9,154247.33332356997,3,0,0,108009.67350289656,0,0,0
809,30,6,160566.6088500415,4,1,0,107900.99107210842,0,0,0
685,65,6,73748.956863332,3,1,1,53936.85095485427,1,1,0
686,52,10,131719.03623769426,3,0,1,32322.1038204531,1,1,0
412,71,5,97631.89565544434,2,0,1,60327.23451195183,1,1,1
380,40,3,45578.61954198535,2,0,1,85446.52180144217,0,1,0
412,64,10,152252.8562449975,4,1,0,99617.19940277022,1,1,0
301,34,7,52550.54156248262,1,1,1,55178.047528388044,0,0,0
519,63,1,68089.55060833183,2,0,1,43810.59348704922,1,1,0
524,24,6,38003.680983092214,4,1,0,129404.84172534203,1,0,0
684,69,2,143854.26075774085,1,0,1,131530.37112580455,0,1,0
702,33,2,91744.81076611587,2,1,0,56394.31688965625,0,0,0
429,70,6,88674.65096778664,3,0,1,92814.66992808266,0,0,0
352,57,2,120912.57337800252,2,0,0,77177.44007891163,1,0,1
715,53,4,31452.689449467463,4,1,0,38455.7364119221,1,0,0
546,37,7,179630.77792515187,2,0,1,142276.20968196105,1,0,0
738,41,3,93021.7912471862,2,0,0,21271.781653198585,0,1,0
502,64,6,73305.37173640597,1,1,1,44384.928140773016,0,1,0
483,22,6,25338.12178103849,1,1,0,64923.439818141545,1,1,1
422,62,1,33590.840873482855,3,1,0,131339.96317373466,1,1,0
700,23,7,184072.06278277203,4,1,0,122524.97585318582,1,0,1
593,45,9,91323.40667994446,3,0,1,95384.92839360842,1,0,0
579,76,9,144436.78387185215,3,0,1,110352.72419152576,0,1,0
497,79,8,16103.270531706637,2,0,0,64318.507668894046,0,1,1
810,22,5,128692.90882529676,3,0,1,142270.40100843465,1,1,0
443,66,4,184303.83846748422,1,0,0,23482.34751284737,0,1,1
500,56,0,59992.69017629822,3,1,0,33120.72795662511,0,0,0
423,55,0,115828.10014268785,4,1,1,140321.99819431445,1,1,0
486,19,8,188043.8208631701,3,0,0,142856.71142107324,1,0,0
625,60,3,143864.51076094405,4,1,1,83774.23048380687,1,1,0
763,56,0,12465.10047681546,4,1,0,94939.9021029128,0,1,1
648,71,10,75747.42945208777,3,1,1,137329.92115813342,0,0,1
702,38,9,17154.55121745768,3,1,0,130946.46601161314,0,0,0
645,57,2,172263.51923983483,3,1,0,132053.74438106557,0,1,0
810,54,5,124332.54024072309,4,0,0,68332.12824233083,1,0,0
446,76,10,191276.34896677715,1,1,0,127971.21894206104,1,1,1
447,35,10,3951.265837161433,2,0,0,29010.37814744484,1,0,0
788,71,7,84617.47397078085,3,0,1,83305.38170285776,1,0,0
637,65,9,20872.819908878948,2,0,1,50862.90206068498,1,0,0
772,63,1,70097.56452398255,3,0,0,24653.71204618746,1,0,1
450,29,7,32377.3646713174,4,0,0,100237.41157795097,1,0,1
714,34,0,65758.75199868403,4,1,1,29903.38608511642,0,0,0
597,54,10,163852.40094440582,2,0,1,35620.700734495105,1,0,0
562,63,1,32139.865296540716,1,0,0,30626.86182400227,0,0,1
443,55,7,94732.95139043765,4,0,0,146756.18183549173,0,1,1
645,32,6,184316.62681210527,2,1,0,25101.029692532087,1,1,0
301,24,4,199755.85757086126,4,1,0,55068.339135703085,0,1,0
603,31,9,50128.22363501666,3,1,0,104759.8023250204,0,1,0
553,67,1,187113.63415322005,2,1,0,127039.81772075158,0,0,1
752,18,8,52277.7361602051,2,0,1,99066.45815862749,0,0,0
336,55,4,82705.69979671866,3,0,0,146945.22832603217,1,1,0
459,20,7,175584.7224466655,2,0,0,63902.067146379966,0,0,0
308,54,3,157235.22098484964,3,0,1,81360.71399476685,1,1,0
532,61,8,171497.51144474704,1,0,1,126769.18666956633,0,1,1
398,48,9,160051.33586089013,3,1,1,108620.6610795856,0,1,0
507,60,6,47012.20100200827,1,0,0,47828.71820555272,1,1,0
430,30,1,111759.02308612042,2,1,1,84826.8062154644,1,0,0
703,65,2,77050.14367238438,3,0,0,146874.71117695043,0,0,1
451,35,1,91942.19368967373,2,1,1,132193.0128366467,1,1,0
353,34,4,30791.26042472615,1,1,1,44934.44168399679,1,0,0
419,34,1,63153.5118450341,4,1,1,43372.16669362082,1,0,0
719,78,4,171529.42428443738,4,0,0,127691.28725812098,1,0,0
721,28,8,179511.6819772328,4,1,1,45856.285185874556,1,1,0
403,37,1,122030.61677982772,4,0,1,78862.6211077536,0,1,0
553,27,8,99653.45140015056,4,0,1,43498.62243022079,1,0,0
526,46,6,142567.93762986007,1,1,0,21906.17206445171,0,0,0
411,65,6,121770.65004444045,4,1,0,133802.47399734764,0,0,0
809,51,4,196735.00126956272,4,1,0,121270.57748263824,0,1,0
772,34,7,38017.75843284065,2,1,0,81176.49580756873,1,1,0
398,71,6,89808.94524929632,3,0,0,40745.27000224417,0,1,0
452,79,5,183648.10045711073,3,0,1,124834.30206682536,1,0,0
637,69,1,182947.41198170485,3,0,1,66717.74587105503,1,0,0
462,59,5,99069.36931223472,3,1,0,106053.39095004994,1,1,1
460,30,1,26961.800400276294,1,1,1,61170.277679661536,0,1,0
697,61,0,162991.5934985805,3,1,1,76197.32364274644,1,1,0
576,64,8,117033.03730066952,2,1,0,89611.33780497774,0,1,0
803,56,4,154633.20317145134,1,0,0,119062.11545249865,1,1,1
691,44,9,92504.72628211805,4,0,0,128168.91642498755,0,0,0
434,71,9,40776.78438736532,2,0,1,77661.07709114879,0,1,0
494,70,3,4797.881495904166,2,1,0,50295.21720501384,1,0,0
700,43,10,111827.65376795043,4,1,0,39974.41270214301,1,1,1
332,45,7,32209.235776317913,4,1,0,64297.22326293969,1,0,0
759,30,4,37427.44171956429,2,1,1,124231.85320197257,0,1,0
769,29,6,87261.12619143286,1,1,1,55617.637290493665,1,1,0
674,61,2,88415.41468777956,4,0,1,26177.59559911533,0,0,0
321,45,7,54877.418041141056,3,1,0,93355.89131183985,0,1,0
337,19,7,26384.441684693695,2,0,1,24369.771489418992,0,1,0
529,54,2,188990.55036446752,2,1,0,135040.26830234803,1,1,0
664,74,8,26328.123175651985,4,0,0,108147.86233999867,1,1,1
737,74,7,70154.5169202259,4,1,1,53389.89641174756,1,1,1
582,51,0,60973.59852148925,3,1,0,80981.89553681001,1,1,1
326,40,7,173267.57939171037,3,0,1,116098.18786727553,0,0,0
525,75,10,82012.4896957141,3,1,0,139038.8983624344,0,1,1
576,79,3,24808.69984687286,3,1,0,133678.989024472,1,1,1
583,69,5,2052.2056808990774,2,1,1,29039.097638341093,1,0,0
780,62,9,144389.92069490498,4,0,0,30548.369135789042,0,0,0
752,46,8,142900.21851357006,1,1,1,97704.08170858225,1,0,0
815,52,4,83556.73426264554,4,1,1,84544.48895226898,0,0,0
846,28,6,25261.600062464717,4,1,0,58081.819568277846,0,1,0
491,65,0,74326.76251454957,3,1,0,146902.50159512326,1,0,0
348,50,8,117976.49018340617,3,1,0,117014.71911087909,0,0,0
811,68,5,140788.5883613682,2,0,0,109351.26829060756,0,1,1
316,28,10,15647.978486855241,3,0,0,43572.86006092094,0,0,0
471,26,3,111261.4941229358,2,0,0,56911.015397199095,1,1,0
519,31,5,55224.81568962752,4,0,0,98652.42893436561,0,1,0
457,26,4,123453.25742672852,4,1,0,123427.5403675523,1,1,0
776,56,2,129628.02457295217,4,1,0,141037.84543355726,0,0,0
345,65,6,182120.7403549437,2,0,0,110704.49438024238,1,1,0
672,20,2,82075.67507779198,2,0,0,74422.81690749002,0,0,0
817,46,1,107518.1320270635,2,0,1,109840.12320134237,0,0,0
398,36,3,53643.02455210186,3,0,0,28992.794248110935,0,0,1
336,53,6,57311.40482902548,1,0,0,98010.7647521157,0,1,0
579,49,4,9206.756312272502,3,1,0,136301.23294512703,1,0,0
648,24,8,57213.78845970127,1,0,1,102803.04696587847,0,0,0
796,72,9,12765.737918131581,3,1,0,20980.235348519403,0,0,0
601,45,6,192783.15811716593,4,1,1,110287.48620456063,1,0,0
480,61,8,124852.6470752209,2,0,1,114437.73702232505,0,1,0
398,79,8,34629.71223725881,3,1,0,90359.7898850095,0,0,0
415,35,1,23353.271964067026,2,1,0,126091.46978892841,1,1,0
490,77,0,74024.52409550868,3,1,0,46297.864602620124,0,0,0
552,22,10,61529.464923768275,4,1,1,73167.25213347774,1,1,0
460,40,3,55850.9561828906,2,0,1,124986.18249130361,0,1,0
555,72,3,93639.20898620423,4,1,1,98479.6744346021,1,1,0
622,39,1,182574.7685952927,1,1,0,149267.4822332027,0,0,1
427,43,2,113610.05088060594,2,0,0,29004.363285292755,1,1,0
317,59,2,104246.30091732382,3,0,1,51760.4467361697,1,0,0
622,29,4,161309.6870322116,2,0,1,45886.29582350512,1,1,0
587,57,0,804.9223193778321,1,1,1,146930.9892160864,0,1,0
454,36,8,39477.133831046696,1,0,1,133004.14528594946,0,0,0
789,64,7,99237.18687776722,3,1,0,37306.06074126801,1,1,0
685,18,7,141061.81210441334,4,0,0,65994.50778277713,0,1,1
403,20,2,97005.63898792767,2,1,1,26837.63660019518,1,0,0
692,44,1,32743.196260175435,4,0,0,102233.7514288303,1,1,0
545,35,0,185996.56353231528,4,0,1,63055.31253169269,0,1,0
475,67,5,65733.02622108905,3,1,1,53483.354708484665,1,0,1
338,47,9,157643.1362789008,2,0,0,88005.23576482678,0,0,0
776,79,0,178282.66691952254,1,0,0,123421.70461329412,1,1,1
837,19,10,69289.87553773329,3,1,0,72509.28914943893,0,0,1
707,22,4,169062.35626602094,4,0,1,118468.35585482806,1,0,0
824,46,8,142154.73663335948,1,0,1,77997.19358391786,1,0,1
805,50,10,180856.1673324012,4,1,0,47887.866117267266,0,1,0
335,59,8,50262.14034459553,2,1,0,78006.75438955681,0,0,0
319,37,3,186255.52122765515,4,0,0,89947.08640630901,0,0,1
620,47,6,13061.295333986056,1,0,1,80005.31862498524,1,0,0
811,59,10,158734.25706112979,2,1,1,55662.15730719274,1,0,0
699,22,6,87133.00414032653,3,1,0,44063.28466373579,0,1,1
770,67,3,35577.99337059213,4,0,0,143103.78572709556,0,1,1
442,38,4,15880.591020535918,2,1,1,58673.212643409046,0,0,0
391,75,10,77909.50277978761,2,0,0,111698.04959239734,0,1,0
653,32,8,77864.7843453042,3,0,1,64290.270802204155,0,0,0
350,37,6,45991.47686139709,3,1,0,146053.5932677316,0,1,0
489,25,6,43103.079670568564,1,1,1,148476.2396171288,0,1,0
424,66,9,79902.85960936321,2,1,1,127262.52507623544,0,0,0
449,48,6,82022.77664103147,2,1,0,95591.55911736902,0,0,0
613,29,8,88472.95983263846,1,0,0,90468.75198471082,0,0,1
641,38,4,173751.8773455536,4,1,1,62764.982465644876,1,0,0
604,47,5,122250.9012845515,2,0,0,35863.71287838569,0,0,1
353,79,2,4086.633214305002,2,0,0,30277.947648290916,1,1,1
743,44,0,103819.84835243673,4,0,0,80508.17592815743,1,0,1
563,61,10,152490.2591971509,3,0,1,147242.53346990072,1,0,0
352,43,1,11282.861328903437,3,0,1,52094.12848637613,1,1,0
304,50,7,84521.57585482132,3,1,1,73423.81370626623,1,0,0
402,43,0,90242.0286515134,1,1,0,103384.53670095133,1,1,1
495,43,9,190804.09046715515,4,0,1,65638.29699109499,1,1,0
649,53,6,95136.79075659208,3,1,0,20471.86750776256,0,0,0
346,57,4,149980.05253244043,1,1,0,71508.22751361935,0,0,1
568,18,5,60580.40904181057,4,0,1,124603.38687088274,1,0,0
669,76,7,155861.33023768628,3,0,1,142714.7950449913,1,1,0
405,32,3,64532.47329946812,2,1,1,55761.80348341636,1,0,0
419,67,5,86004.71746900196,2,0,0,139813.93348408287,1,1,0
357,18,10,95896.45556233957,3,1,0,132729.31195040548,1,0,1
645,28,2,185272.59388360227,3,1,1,72874.09956385722,0,0,0
773,72,6,10690.70956097351,1,0,0,20608.116105393958,1,1,0
416,19,1,39373.43020216144,2,1,1,129833.8706473914,1,1,0
426,18,7,141148.54923950078,4,1,1,57280.428997772906,0,1,0
692,48,6,115515.53197639374,3,0,1,118265.25461697197,1,0,0
357,61,7,50306.27808299517,4,0,0,94296.8918449195,1,1,0
812,33,1,57840.17749820096,3,1,1,48816.38781876251,1,0,0
395,71,2,73461.89712173598,2,0,1,104267.5198285762,0,0,1
417,39,3,90069.3898660657,3,1,1,119429.23022421708,1,1,0
787,59,8,163605.4646505556,4,0,1,81677.87050191399,0,0,0
536,35,4,2763.0952943925145,2,0,0,117228.33607155479,0,0,1
571,64,5,179603.94824269568,3,1,0,72646.33894017799,0,0,0
488,34,0,82605.42232630563,2,1,0,147432.70436692843,1,1,0
746,47,3,46099.50351328262,1,1,0,51175.10571662031,1,0,1
546,27,3,101682.53990546905,4,0,0,121121.11261806425,1,1,0
375,52,9,131934.00853991567,3,1,0,117448.26741748088,1,1,0
453,75,7,8950.443838720701,3,0,0,88827.57733743727,0,0,0
734,79,7,143155.4703332165,3,0,1,65543.97392000642,0,0,0
385,38,9,152152.2375167725,4,1,1,77948.79064620181,1,0,0
584,33,5,33236.45686468386,1,1,0,101833.36565178941,1,0,1
519,23,7,33576.28567538058,4,0,1,88945.4523647924,1,1,0
368,20,8,40756.91090817537,3,1,0,119000.22083862848,0,1,0
346,58,4,159325.74241346077,4,0,0,66888.63461883031,1,1,1
393,60,0,54400.611186237824,3,0,1,33941.854547055926,0,1,0
752,38,0,159187.1676108709,4,0,1,85727.38276068009,1,1,0
503,30,1,108104.7717877698,2,1,1,53671.52825595904,1,1,0
517,35,1,153434.26603436173,4,0,1,100162.95055867301,0,0,0
773,75,4,110734.60833592217,3,0,0,87641.97900251964,0,1,0
731,71,6,67153.77984235816,3,1,1,121237.31364488366,0,0,0
640,77,6,182142.82853161162,4,1,0,94779.53890776668,0,1,0
588,41,3,143059.13237149283,4,1,0,75998.7403588591,0,1,0
553,44,3,96810.96050313431,2,0,1,35581.27984693243,1,0,0
656,71,10,127485.69527505389,1,1,1,35618.37778846785,1,1,0
322,21,9,123168.67117379859,1,0,1,103245.63159563682,0,1,0
821,39,2,71623.24330085401,2,0,0,134497.92888428806,1,0,1
399,41,10,84754.34935590436,1,0,0,73922.39388994247,0,0,0
479,57,1,63651.35552662413,1,1,1,89002.60047748733,0,1,1
522,62,2,199903.6262830906,3,0,1,96857.62805280114,1,1,0
741,27,7,116012.89079687787,3,0,0,82048.69214232091,1,0,0
624,19,0,18411.06421949246,3,1,1,27743.269994256545,0,1,0
815,57,3,103821.43674032712,4,0,1,96588.11115820502,0,1,0
315,23,6,9992.392934367977,4,1,1,37823.31815601466,1,0,0
635,65,4,57730.40966259317,1,1,1,92254.52119418584,1,1,0
557,35,1,89192.22319523663,4,1,1,120799.04682372774,1,1,0
796,34,0,106854.09732038238,3,1,1,20708.243604222545,0,0,0
459,55,5,195236.27994565095,4,0,1,75961.92110526626,0,0,0
774,62,4,196444.34476083043,1,0,0,116939.73810492884,0,1,0
679,40,2,19613.87398127088,3,0,1,88709.706823031,0,0,0
844,63,10,107626.53455257784,1,0,1,50589.88527066448,0,1,1
726,47,10,163421.8790384228,4,1,0,110683.76348064236,0,1,1
567,75,10,47542.56405055095,2,0,0,121851.40768060602,1,0,0
716,38,8,150112.61971769432,2,1,1,67128.28054173331,1,1,0
467,79,2,175723.81114099588,3,0,0,58662.08465170834,1,1,1
342,27,1,132497.4792070917,1,0,1,90867.95906259713,1,1,1
584,73,4,65540.66976902378,2,1,0,67504.9957336839,0,0,1
696,60,8,184626.46386811452,2,0,0,128671.8010691867,1,1,0
311,30,7,176704.01873483378,3,0,0,121276.51508508573,0,1,0
601,29,5,143165.06375880752,3,1,1,60545.42761873364,0,1,0
552,26,2,72733.62268743462,1,0,0,79407.2134397177,1,1,0
798,21,5,158379.27247895987,2,0,1,135633.42786505632,1,0,0
334,56,4,63221.796300428236,1,0,1,39158.96170944626,0,1,0
389,41,0,50590.57026671414,1,1,0,118050.17190257572,1,0,1
717,78,4,103002.67738225621,3,1,0,61184.507889407665,0,1,1
414,71,6,199427.04500025016,1,0,1,35532.01139091322,1,0,0
495,51,8,160864.38828682422,4,0,1,35207.25247531304,1,0,0
800,56,0,145958.54642366475,1,0,1,55917.35345388486,0,1,0
792,78,2,90402.54933879546,2,1,0,91250.34578166205,1,1,0
374,58,7,62390.00183716321,1,0,1,138025.68754887488,0,1,0
712,22,5,171180.15263010317,4,1,0,59389.331330332825,0,0,1
675,32,4,113546.55599620385,4,1,1,45899.61671199505,1,1,0
719,67,9,162650.99022437978,2,0,0,82225.14835025331,0,0,0
576,21,1,97550.74191419572,2,1,1,40361.74643742303,1,1,0
693,68,2,150791.49880242007,1,1,1,55319.804381006215,1,0,0
756,69,1,173548.21173433895,4,1,0,148262.06356948955,1,1,0
491,75,0,78278.00529399992,4,1,0,92546.57480197634,1,1,1
398,56,6,2713.913980803184,1,1,0,121908.26978619205,0,1,0
847,75,2,50985.3132041818,2,0,0,47535.3148204061,0,0,1
395,25,6,182983.00821688178,4,1,0,87608.89044015588,1,1,1
489,66,6,137508.4521104582,1,1,1,86368.77255461582,1,0,1
336,62,7,147443.74328738806,2,1,0,125646.82006078103,0,1,1
668,41,0,65057.72285308429,1,1,0,22804.282573748118,0,0,1
824,70,4,140254.59693499902,2,1,0,131862.36050935904,1,0,1
578,45,9,129256.42908188504,2,0,0,30347.341376949254,1,1,0
516,72,8,35674.7326954058,4,0,0,139157.52489877155,1,0,1
572,60,10,193738.1554861289,3,1,1,38569.1415577357,1,0,0
361,44,6,70805.118669548,4,0,0,89190.99067626362,0,1,0
641,18,0,65857.39476800845,1,1,1,32920.80721715698,1,0,0
696,51,7,73832.3088460396,2,0,0,78134.87357660825,1,1,0
318,34,2,18343.923064153867,4,0,0,58906.24868323563,1,1,0
476,54,3,124992.70341864317,2,1,1,74612.37389367772,0,1,0
